description,ibkr-symbol,region,exchange,isin,just-etf,extra-etf
AM AUS S&P/ASX 200-ETF DIST,LYPU,LU - Luxembourg,IBIS*,LU0496786905,https://www.justetf.com/es/etf-profile.html?isin=LU0496786905,https://extraetf.com/es/etf-profile/LU0496786905
AMNI STOXX 50 DR-HDG-USD,LYQ4,FR - France,GETTEX*,FR0012399806,https://www.justetf.com/es/etf-profile.html?isin=FR0012399806,https://extraetf.com/es/etf-profile/FR0012399806
AMDI GLB EM BD MAR IBX INC,LYQS,LU - Luxembourg,IBIS*,LU1686830909,https://www.justetf.com/es/etf-profile.html?isin=LU1686830909,https://extraetf.com/es/etf-profile/LU1686830909
AMUNDI MSCI SEMICONDUCTORS E,LYSM,LU - Luxembourg,FWB*,LU2090063327,https://www.justetf.com/es/etf-profile.html?isin=LU2090063327,https://extraetf.com/es/etf-profile/LU2090063327
LYXOR EURSTX600 CHEMICALS,LYX4,LU - Luxembourg,IBIS*,LU2082996542,https://www.justetf.com/es/etf-profile.html?isin=LU2082996542,https://extraetf.com/es/etf-profile/LU2082996542
AMUNDI IBEX 35 UCITS ETF,LYXIB,FR - France,BM*,FR0010251744,https://www.justetf.com/es/etf-profile.html?isin=FR0010251744,https://extraetf.com/es/etf-profile/FR0010251744
LYX ETF JP EUR LB FACT INDX,LYXL,LU - Luxembourg,IBIS*,LU1218122742,https://www.justetf.com/es/etf-profile.html?isin=LU1218122742,https://extraetf.com/es/etf-profile/LU1218122742
LYX ETF JP EUR VAL FACT INDX,LYXV,FR - France,IBIS*,LU1218123716,https://www.justetf.com/es/etf-profile.html?isin=LU1218123716,https://extraetf.com/es/etf-profile/LU1218123716
AMUNDI DAX III-ETF ACC,LYY7,LU - Luxembourg,IBIS*,LU0252633754,https://www.justetf.com/es/etf-profile.html?isin=LU0252633754,https://extraetf.com/es/etf-profile/LU0252633754
AM LEVDAX DAILY 2X LEV-ETF A,LYY8,LU - Luxembourg,IBIS*,LU0252634307,https://www.justetf.com/es/etf-profile.html?isin=LU0252634307,https://extraetf.com/es/etf-profile/LU0252634307
UBS ETF MAP BALANCED 7-A ACC,M7EUAS,IE - Ireland,BVME.ETF*,IE00BTFR5140,https://www.justetf.com/es/etf-profile.html?isin=IE00BTFR5140,https://extraetf.com/es/etf-profile/IE00BTFR5140
MARKET ACCESS RGR INTL CMDTY,M9SA,LU - Luxembourg,IBIS*,LU0249326488,https://www.justetf.com/es/etf-profile.html?isin=LU0249326488,https://extraetf.com/es/etf-profile/LU0249326488
MRKT ACES NYSE ARCA GLD BUGS,M9SD,LU - Luxembourg,IBIS*,LU0259322260,https://www.justetf.com/es/etf-profile.html?isin=LU0259322260,https://extraetf.com/es/etf-profile/LU0259322260
MARKET ACCESS CHINA MIN VAR,M9SV,LU - Luxembourg,IBIS*,LU1750178011,https://www.justetf.com/es/etf-profile.html?isin=LU1750178011,https://extraetf.com/es/etf-profile/LU1750178011
AM EU HR M-W G BD 1-3Y-ETF A,MA13,LU - Luxembourg,SBF*,LU1829219556,https://www.justetf.com/es/etf-profile.html?isin=LU1829219556,https://extraetf.com/es/etf-profile/LU1829219556
AM EU HR M-W G BD 3-5Y-ETF A,MA35,LU - Luxembourg,SBF*,LU1829219713,https://www.justetf.com/es/etf-profile.html?isin=LU1829219713,https://extraetf.com/es/etf-profile/LU1829219713
AM EURO HR M-WT GOV BD-ETF A,MAA,LU - Luxembourg,SBF*,LU1287023342,https://www.justetf.com/es/etf-profile.html?isin=LU1287023342,https://extraetf.com/es/etf-profile/LU1287023342
LEVERAGE SHARES 5X LONG MAGN,MAG7,IE - Ireland,BVME.ETF*,XS2779861249,https://www.justetf.com/es/etf-profile.html?isin=XS2779861249,https://extraetf.com/es/etf-profile/XS2779861249
LEVERAGE SHARES -3X SHORT MA,MAGS,IE - Ireland,BVME.ETF*,XS2779861595,https://www.justetf.com/es/etf-profile.html?isin=XS2779861595,https://extraetf.com/es/etf-profile/XS2779861595
21SHARES DECENTRALAND ETP,MANA,CH - Switzerland,SBF*,CH1161102699,https://www.justetf.com/es/etf-profile.html?isin=CH1161102699,https://extraetf.com/es/etf-profile/CH1161102699
AMUNDI MSCI EUROPE MOM FACT,MCEU,LU - Luxembourg,SBF*,LU1681041460,https://www.justetf.com/es/etf-profile.html?isin=LU1681041460,https://extraetf.com/es/etf-profile/LU1681041460
IVZ MSCI CHINA TECH ALL SHS,MCHT,IE - Ireland,BVME.ETF*,IE00BM8QS095,https://www.justetf.com/es/etf-profile.html?isin=IE00BM8QS095,https://extraetf.com/es/etf-profile/IE00BM8QS095
AMUNDI MDAX UCITS ETF,MD4X,FR - France,IBIS*,FR0011857234,https://www.justetf.com/es/etf-profile.html?isin=FR0011857234,https://extraetf.com/es/etf-profile/FR0011857234
UBS ETF SUST DVLP BANK BONDS,MDBA,LU - Luxembourg,IBIS*,LU1852211215,https://www.justetf.com/es/etf-profile.html?isin=LU1852211215,https://extraetf.com/es/etf-profile/LU1852211215
UBS ETF SUST DV BK BD H-EURA,MDBE,LU - Luxembourg,EBS*,LU1852211991,https://www.justetf.com/es/etf-profile.html?isin=LU1852211991,https://extraetf.com/es/etf-profile/LU1852211991
UBS ETF SST DVL BNK BD USD-A,MDBU,LU - Luxembourg,IBIS*,LU1852212965,https://www.justetf.com/es/etf-profile.html?isin=LU1852212965,https://extraetf.com/es/etf-profile/LU1852212965
BNPP GLOBAL ESG MED TECH ETF,MEDTE,LU - Luxembourg,SBF*,LU2365457410,https://www.justetf.com/es/etf-profile.html?isin=LU2365457410,https://extraetf.com/es/etf-profile/LU2365457410
WISDOMTREE PHYSICAL CRYPTO M,MEGAEUR,JE - Jersey,EBS*,GB00BMTP1733,https://www.justetf.com/es/etf-profile.html?isin=GB00BMTP1733,https://extraetf.com/es/etf-profile/GB00BMTP1733
AMUNDI FTSE EPRA EUR RL EST,MEH,LU - Luxembourg,SBF*,LU1812091194,https://www.justetf.com/es/etf-profile.html?isin=LU1812091194,https://extraetf.com/es/etf-profile/LU1812091194
WT INDUS METALS ENHANCED,META,IE - Ireland,BVME.ETF*,IE00BF4TWC33,https://www.justetf.com/es/etf-profile.html?isin=IE00BF4TWC33,https://extraetf.com/es/etf-profile/IE00BF4TWC33
GLOBAL METAVERSE E-GAMES ETF,METAA,IE - Ireland,BVME.ETF*,IE000WCPJOV4,https://www.justetf.com/es/etf-profile.html?isin=IE000WCPJOV4,https://extraetf.com/es/etf-profile/IE000WCPJOV4
GLOBAL METAVERSE E-GAMES ETF,METAJ,IE - Ireland,BVME.ETF*,IE000HA0OM03,https://www.justetf.com/es/etf-profile.html?isin=IE000HA0OM03,https://extraetf.com/es/etf-profile/IE000HA0OM03
AMUNDI MSCI EUROPE,MEU,FR - France,SBF*,FR0010261198,https://www.justetf.com/es/etf-profile.html?isin=FR0010261198,https://extraetf.com/es/etf-profile/FR0010261198
AMDI STOXX EUROPE 600 ACC,MEUD,LU - Luxembourg,SBF*,LU0908500753,https://www.justetf.com/es/etf-profile.html?isin=LU0908500753,https://extraetf.com/es/etf-profile/LU0908500753
AMUNDI MSCI EMU ESG NZERO IN,MFDD,LU - Luxembourg,BVME.ETF*,LU0908501132,https://www.justetf.com/es/etf-profile.html?isin=LU0908501132,https://extraetf.com/es/etf-profile/LU0908501132
AMUNDI MSCI EMU-ETF DIST,MFE,LU - Luxembourg,SBF*,LU1646360971,https://www.justetf.com/es/etf-profile.html?isin=LU1646360971,https://extraetf.com/es/etf-profile/LU1646360971
AMUNDI MSCI EMU-ETF ACC,MFEC,LU - Luxembourg,SBF*,LU1646361276,https://www.justetf.com/es/etf-profile.html?isin=LU1646361276,https://extraetf.com/es/etf-profile/LU1646361276
AMUNDI MSCI EMU ESG NZERO AC,MFED,LU - Luxembourg,SBF*,LU0908501058,https://www.justetf.com/es/etf-profile.html?isin=LU0908501058,https://extraetf.com/es/etf-profile/LU0908501058
LYXOR SCI BETA DEV LONG/SHRT,MFLS,LU - Luxembourg,BVME.ETF*,LU1810006863,https://www.justetf.com/es/etf-profile.html?isin=LU1810006863,https://extraetf.com/es/etf-profile/LU1810006863
LYXOR DJ GL TITAN 50-D-EUR,MGT,FR - France,SBF*,FR0007075494,https://www.justetf.com/es/etf-profile.html?isin=FR0007075494,https://extraetf.com/es/etf-profile/FR0007075494
SG ETC FTSE MIB 3X DL LV COL,MIB3L,LU - Luxembourg,BVME.ETF*,XS1101721923,https://www.justetf.com/es/etf-profile.html?isin=XS1101721923,https://extraetf.com/es/etf-profile/XS1101721923
SG ETC FTSE MIB 3XSHRT COL,MIB3S,LU - Luxembourg,BVME.ETF*,XS2425319816,https://www.justetf.com/es/etf-profile.html?isin=XS2425319816,https://extraetf.com/es/etf-profile/XS2425319816
AMNDI FTSE MIB UTS ETF D - A,MIBA,FR - France,BVME.ETF*,FR0014002H76,https://www.justetf.com/es/etf-profile.html?isin=FR0014002H76,https://extraetf.com/es/etf-profile/FR0014002H76
LYXOR MSCI MILLENIALS ESG,MILL,LU - Luxembourg,SBF*,LU2023678449,https://www.justetf.com/es/etf-profile.html?isin=LU2023678449,https://extraetf.com/es/etf-profile/LU2023678449
FT INX FUT ECO MTL UCITS ETF,MINR,IE - Ireland,BVME.ETF*,IE000UDFKE13,https://www.justetf.com/es/etf-profile.html?isin=IE000UDFKE13,https://extraetf.com/es/etf-profile/IE000UDFKE13
PIMCO US DOLLAR SHORT MATUR,MINT,IE - Ireland,BVME.ETF*,IE00B67B7N93,https://www.justetf.com/es/etf-profile.html?isin=IE00B67B7N93,https://extraetf.com/es/etf-profile/IE00B67B7N93
AMUNDI MSCI ERP MIN VOLAT,MIVA,LU - Luxembourg,IBIS*,LU1681041627,https://www.justetf.com/es/etf-profile.html?isin=LU1681041627,https://extraetf.com/es/etf-profile/LU1681041627
AMUNDI MSCI USA MINVOL UCIT,MIVU,LU - Luxembourg,SBF*,LU1589349734,https://www.justetf.com/es/etf-profile.html?isin=LU1589349734,https://extraetf.com/es/etf-profile/LU1589349734
HSBC MSCI JAPAN UCITS ETF,MJP,IE - Ireland,SBF*,IE00B5VX7566,https://www.justetf.com/es/etf-profile.html?isin=IE00B5VX7566,https://extraetf.com/es/etf-profile/IE00B5VX7566
INVESCO MORNINGSTAR MLP DIST,MLPD,IE - Ireland,BVME.ETF*,IE00B8CJW150,https://www.justetf.com/es/etf-profile.html?isin=IE00B8CJW150,https://extraetf.com/es/etf-profile/IE00B8CJW150
INVESCO MORNINGSTAR MLP ACC,MLPS,IE - Ireland,BVME.ETF*,IE00B94ZB998,https://www.justetf.com/es/etf-profile.html?isin=IE00B94ZB998,https://extraetf.com/es/etf-profile/IE00B94ZB998
ALERIAN MIDSTRM ENRGY DIV,MMLP,IE - Ireland,BVME.ETF*,IE00BKPTXQ89,https://www.justetf.com/es/etf-profile.html?isin=IE00BKPTXQ89,https://extraetf.com/es/etf-profile/IE00BKPTXQ89
VANECK MORNINGST US MOAT ETF,MOAT,IE - Ireland,BVME.ETF*,IE00BQQP9H09,https://www.justetf.com/es/etf-profile.html?isin=IE00BQQP9H09,https://extraetf.com/es/etf-profile/IE00BQQP9H09
BNP MOMENTUM EUROPE ESG,MOED,LU - Luxembourg,SBF*,LU1481201538,https://www.justetf.com/es/etf-profile.html?isin=LU1481201538,https://extraetf.com/es/etf-profile/LU1481201538
ISHARES MSCI EMU PARIS DIST,MPAB,IE - Ireland,AEB*,IE000FOSCLU1,https://www.justetf.com/es/etf-profile.html?isin=IE000FOSCLU1,https://extraetf.com/es/etf-profile/IE000FOSCLU1
AMUNDI EUROSTOXX 50,MSE,FR - France,SBF*,FR0007054358,https://www.justetf.com/es/etf-profile.html?isin=FR0007054358,https://extraetf.com/es/etf-profile/FR0007054358
LYXOR CORE EURSTX50 DR,MSED,LU - Luxembourg,BVME.ETF*,LU0908501215,https://www.justetf.com/es/etf-profile.html?isin=LU0908501215,https://extraetf.com/es/etf-profile/LU0908501215
LS 1X MSFT,MSF1,IE - Ireland,LSEETF*,XS2337100320,https://www.justetf.com/es/etf-profile.html?isin=XS2337100320,https://extraetf.com/es/etf-profile/XS2337100320
LEVERAGE SHARES 2X MICROSOFT,MSFE,IE - Ireland,LSEETF*,XS2820605314,https://www.justetf.com/es/etf-profile.html?isin=XS2820605314,https://extraetf.com/es/etf-profile/XS2820605314
AM EURO GOV BOND 1-3Y-ETF A,MTA,LU - Luxembourg,SBF*,LU1650487413,https://www.justetf.com/es/etf-profile.html?isin=LU1650487413,https://extraetf.com/es/etf-profile/LU1650487413
AM EURO GOV BOND 3-5Y-ETF A,MTB,LU - Luxembourg,SBF*,ES0116494016,https://www.justetf.com/es/etf-profile.html?isin=ES0116494016,https://extraetf.com/es/etf-profile/ES0116494016
AM EURO GOV BOND 5-7Y-ETF A,MTC,LU - Luxembourg,SBF*,LU1287023003,https://www.justetf.com/es/etf-profile.html?isin=LU1287023003,https://extraetf.com/es/etf-profile/LU1287023003
AM EURO GOV BOND 7-10Y-ETF A,MTD,LU - Luxembourg,SBF*,LU1287023185,https://www.justetf.com/es/etf-profile.html?isin=LU1287023185,https://extraetf.com/es/etf-profile/LU1287023185
LYXOR STX600 PERS&HH GOODS,MTDA,LU - Luxembourg,IBIS*,LU2082998324,https://www.justetf.com/es/etf-profile.html?isin=LU2082998324,https://extraetf.com/es/etf-profile/LU2082998324
AM EURO GOV BOND 7-10Y-ETF D,MTDD,LU - Luxembourg,IBIS*,LU2090062949,https://www.justetf.com/es/etf-profile.html?isin=LU2090062949,https://extraetf.com/es/etf-profile/LU2090062949
AM EURO GOV BD 10-15Y-ETF A,MTE,LU - Luxembourg,SBF*,LU1650489385,https://www.justetf.com/es/etf-profile.html?isin=LU1650489385,https://extraetf.com/es/etf-profile/LU1650489385
AM EURO GOV BD 15+Y-ETF A,MTF,LU - Luxembourg,SBF*,LU1287023268,https://www.justetf.com/es/etf-profile.html?isin=LU1287023268,https://extraetf.com/es/etf-profile/LU1287023268
AMUNDI EUR GOV BOND 25+Y ACC,MTH,LU - Luxembourg,SBF*,LU1686832194,https://www.justetf.com/es/etf-profile.html?isin=LU1686832194,https://extraetf.com/es/etf-profile/LU1686832194
AM EU GOV INF LNK BD-ETF ACC,MTI,LU - Luxembourg,SBF*,LU1650491282,https://www.justetf.com/es/etf-profile.html?isin=LU1650491282,https://extraetf.com/es/etf-profile/LU1650491282
ISHARES MSCI EM XCHINA,MTPI,IE - Ireland,SBF*,IE00BMG6Z448,https://www.justetf.com/es/etf-profile.html?isin=IE00BMG6Z448,https://extraetf.com/es/etf-profile/IE00BMG6Z448
L&G METAVERSE ETF,MTVS,IE - Ireland,BVME.ETF*,IE0004U3TX15,https://www.justetf.com/es/etf-profile.html?isin=IE0004U3TX15,https://extraetf.com/es/etf-profile/IE0004U3TX15
LYXOR FTSE EPRA/NA US EUR,MUAT,LU - Luxembourg,BVME.ETF*,LU1832418856,https://www.justetf.com/es/etf-profile.html?isin=LU1832418856,https://extraetf.com/es/etf-profile/LU1832418856
UBS ETFS PLC - MSCI USA SF UCI,MUEUIS,IE - Ireland,BVME.ETF*,IE00B3RJTD64,https://www.justetf.com/es/etf-profile.html?isin=IE00B3RJTD64,https://extraetf.com/es/etf-profile/IE00B3RJTD64
INVESCO US MUNICIPAL BOND,MUNI,IE - Ireland,BVME.ETF*,IE00BNG70R26,https://www.justetf.com/es/etf-profile.html?isin=IE00BNG70R26,https://extraetf.com/es/etf-profile/IE00BNG70R26
ISHARES MSCI USA SWAP USD A,MUSA,IE - Ireland,SBF*,IE0002W8NB38,https://www.justetf.com/es/etf-profile.html?isin=IE0002W8NB38,https://extraetf.com/es/etf-profile/IE0002W8NB38
BNP MSCI EMU SRI PAB 5% ETF,MUSRI,LU - Luxembourg,SBF*,LU1953137681,https://www.justetf.com/es/etf-profile.html?isin=LU1953137681,https://extraetf.com/es/etf-profile/LU1953137681
LYXOR FTSE EUR MINVAR DR,MVAE,LU - Luxembourg,BVME.ETF*,LU1237527160,https://www.justetf.com/es/etf-profile.html?isin=LU1237527160,https://extraetf.com/es/etf-profile/LU1237527160
ISH EDG MSCI EURP MNVL EUR-D,MVED,IE - Ireland,LSEETF*,IE00BG13YK79,https://www.justetf.com/es/etf-profile.html?isin=IE00BG13YK79,https://extraetf.com/es/etf-profile/IE00BG13YK79
ISHARES EDGE MSCI ERP MINVOL,MVEU,IE - Ireland,LSEETF*,IE00B86MWN23,https://www.justetf.com/es/etf-profile.html?isin=IE00B86MWN23,https://extraetf.com/es/etf-profile/IE00B86MWN23
ISH EDG MSCI WLD MNVL USD A,MVOL,IE - Ireland,BVME.ETF*,IE00B8FHGS14,https://www.justetf.com/es/etf-profile.html?isin=IE00B8FHGS14,https://extraetf.com/es/etf-profile/IE00B8FHGS14
ISHARES EDGE S&P500 MIN VOL,MVUS,IE - Ireland,BVME.ETF*,IE00B6SPMN59,https://www.justetf.com/es/etf-profile.html?isin=IE00B6SPMN59,https://extraetf.com/es/etf-profile/IE00B6SPMN59
ISHARES WLD MINVOL ESG EURHA,MVWE,IE - Ireland,EBS*,IE00BMH5VP31,https://www.justetf.com/es/etf-profile.html?isin=IE00BMH5VP31,https://extraetf.com/es/etf-profile/IE00BMH5VP31
AMUNDI MSCI WORLD USD ACC,MWRD,IE - Ireland,SBF*,IE000BI8OT95,https://www.justetf.com/es/etf-profile.html?isin=IE000BI8OT95,https://extraetf.com/es/etf-profile/IE000BI8OT95
INVESCO MSCI EMERGING MKTS,MXFS,IE - Ireland,BVME.ETF*,IE00B3DWVS88,https://www.justetf.com/es/etf-profile.html?isin=IE00B3DWVS88,https://extraetf.com/es/etf-profile/IE00B3DWVS88
INVESCO MSCI USA DIST,MXUD,IE - Ireland,BVME.ETF*,IE00BK5LYT47,https://www.justetf.com/es/etf-profile.html?isin=IE00BK5LYT47,https://extraetf.com/es/etf-profile/IE00BK5LYT47
INVESCO MSCI USA EUR HDG,MXUE,IE - Ireland,BVME.ETF*,IE000CH3OQ51,https://www.justetf.com/es/etf-profile.html?isin=IE000CH3OQ51,https://extraetf.com/es/etf-profile/IE000CH3OQ51
INVESCO JPX-NIKKEI 400,N400,IE - Ireland,BVME.ETF*,IE00BPRCH686,https://www.justetf.com/es/etf-profile.html?isin=IE00BPRCH686,https://extraetf.com/es/etf-profile/IE00BPRCH686
AMUNDI MSCI JAPAN-DIS,NADA,LU - Luxembourg,IBIS*,LU2090063673,https://www.justetf.com/es/etf-profile.html?isin=LU2090063673,https://extraetf.com/es/etf-profile/LU2090063673
AM EURO GOV BD 10-15Y-ETF D,NADB,LU - Luxembourg,IBIS*,LU1650489898,https://www.justetf.com/es/etf-profile.html?isin=LU1650489898,https://extraetf.com/es/etf-profile/LU1650489898
AMUNDI NASDAQ-100 II-ETF D,NADQ,LU - Luxembourg,IBIS*,LU2197908721,https://www.justetf.com/es/etf-profile.html?isin=LU2197908721,https://extraetf.com/es/etf-profile/LU2197908721
AMUNDI NAS-100 EUR HE,NDXH,LU - Luxembourg,SBF*,LU1681038599,https://www.justetf.com/es/etf-profile.html?isin=LU1681038599,https://extraetf.com/es/etf-profile/LU1681038599
IVZ NASDAQ-100 ESG ACC,NESG,IE - Ireland,BVME.ETF*,IE000COQKPO9,https://www.justetf.com/es/etf-profile.html?isin=IE000COQKPO9,https://extraetf.com/es/etf-profile/IE000COQKPO9
LEVERAGE SHARES 2X NETFLIX,NFLE,IE - Ireland,LSEETF*,IE00BD09ZW40,https://www.justetf.com/es/etf-profile.html?isin=IE00BD09ZW40,https://extraetf.com/es/etf-profile/IE00BD09ZW40
SG ETC NATURAL GAS FUTURE,NGA1L,LU - Luxembourg,BVME.ETF*,XS2425313371,https://www.justetf.com/es/etf-profile.html?isin=XS2425313371,https://extraetf.com/es/etf-profile/XS2425313371
SG ETC DAY +2X NAT GAS FUTUR,NGA2L,LU - Luxembourg,BVME.ETF*,XS2425320152,https://www.justetf.com/es/etf-profile.html?isin=XS2425320152,https://extraetf.com/es/etf-profile/XS2425320152
SG ETC DAY +3X NAT GAS FUTUR,NGA3L,LU - Luxembourg,BVME.ETF*,XS2425313025,https://www.justetf.com/es/etf-profile.html?isin=XS2425313025,https://extraetf.com/es/etf-profile/XS2425313025
SG ETC DAY -3X NAT GAS FUTUR,NGA3S,LU - Luxembourg,BVME.ETF*,XS2425314429,https://www.justetf.com/es/etf-profile.html?isin=XS2425314429,https://extraetf.com/es/etf-profile/XS2425314429
WT NATURAL GAS,NGASP,JE - Jersey,SBF*,JE00BN7KB334,https://www.justetf.com/es/etf-profile.html?isin=JE00BN7KB334,https://extraetf.com/es/etf-profile/JE00BN7KB334
WT NICKEL,NICK,JE - Jersey,BVME.ETF*,GB00B15KY211,https://www.justetf.com/es/etf-profile.html?isin=GB00B15KY211,https://extraetf.com/es/etf-profile/GB00B15KY211
1X NIO,NIO1,IE - Ireland,LSEETF*,XS2337093871,https://www.justetf.com/es/etf-profile.html?isin=XS2337093871,https://extraetf.com/es/etf-profile/XS2337093871
LYXOR MSCI INDIA,NK4G,FR - France,GETTEX*,FR0010375766,https://www.justetf.com/es/etf-profile.html?isin=FR0010375766,https://extraetf.com/es/etf-profile/FR0010375766
WT SHORT NOK LONG EUR,NOEU,JE - Jersey,BVME.ETF*,JE00B3LGQQ51,https://www.justetf.com/es/etf-profile.html?isin=JE00B3LGQQ51,https://extraetf.com/es/etf-profile/JE00B3LGQQ51
AMUNDI MSCI NORTH AMERICA ES,NRAM,IE - Ireland,SBF*,IE000MYCJA42,https://www.justetf.com/es/etf-profile.html?isin=IE000MYCJA42,https://extraetf.com/es/etf-profile/IE000MYCJA42
AMUNDI MSCI NEW ENERGY ESG,NRJ,FR - France,SBF*,FR0010524777,https://www.justetf.com/es/etf-profile.html?isin=FR0010524777,https://extraetf.com/es/etf-profile/FR0010524777
AMI MI NEY ESG SR UCTS ETF-A,NRJC,FR - France,BVME.ETF*,FR0014002CG3,https://www.justetf.com/es/etf-profile.html?isin=FR0014002CG3,https://extraetf.com/es/etf-profile/FR0014002CG3
VANECK BALANCED ALLOCATION,NTM,NL - Netherlands,AEB*,NL0009272772,https://www.justetf.com/es/etf-profile.html?isin=NL0009272772,https://extraetf.com/es/etf-profile/NL0009272772
WT US EFFICIENT CORE,NTSX,IE - Ireland,BVME.ETF*,IE000KF370H3,https://www.justetf.com/es/etf-profile.html?isin=IE000KF370H3,https://extraetf.com/es/etf-profile/IE000KF370H3
LEVERAGE SHARES 2X NVIDIA,NVDE,IE - Ireland,LSEETF*,XS2820604853,https://www.justetf.com/es/etf-profile.html?isin=XS2820604853,https://extraetf.com/es/etf-profile/XS2820604853
FIRST TRUST INDXX NETG ETF,NXTG,IE - Ireland,BVME.ETF*,IE00BWTNM743,https://www.justetf.com/es/etf-profile.html?isin=IE00BWTNM743,https://extraetf.com/es/etf-profile/IE00BWTNM743
WT WTI CRUDE 3X DLY LVRGD,O1LL,IE - Ireland,IBIS*,DE000A133ZT6,https://www.justetf.com/es/etf-profile.html?isin=DE000A133ZT6,https://extraetf.com/es/etf-profile/DE000A133ZT6
WT WTI CRUDE 3X DLY SHORT,O1LS,IE - Ireland,IBIS*,DE000A133ZV2,https://www.justetf.com/es/etf-profile.html?isin=DE000A133ZV2,https://extraetf.com/es/etf-profile/DE000A133ZV2
AMUNDI PEA GOVT BND EUR,OBLI,FR - France,SBF*,FR0013346681,https://www.justetf.com/es/etf-profile.html?isin=FR0013346681,https://extraetf.com/es/etf-profile/FR0013346681
ETFS EX-ENERGY,OD7X,JE - Jersey,IBIS*,DE000A0KRKE2,https://www.justetf.com/es/etf-profile.html?isin=DE000A0KRKE2,https://extraetf.com/es/etf-profile/DE000A0KRKE2
OSSIAM EUR GOV 3-5Y CAR RED,OG35,LU - Luxembourg,IBIS*,LU2069380306,https://www.justetf.com/es/etf-profile.html?isin=LU2069380306,https://extraetf.com/es/etf-profile/LU2069380306
GLOBAL X PHYSICAL GOLD,OGB5,AU - Australia,LSE*,AU00000GOLD7,https://www.justetf.com/es/etf-profile.html?isin=AU00000GOLD7,https://extraetf.com/es/etf-profile/AU00000GOLD7
AMUNDI STOXX EUROPE 600 ENER,OIGS,LU - Luxembourg,IBIS*,LU2082998167,https://www.justetf.com/es/etf-profile.html?isin=LU2082998167,https://extraetf.com/es/etf-profile/LU2082998167
SG ETC WTI OIL -1X DAILY SHO,OIL1S,LU - Luxembourg,BVME.ETF*,XS1073722370,https://www.justetf.com/es/etf-profile.html?isin=XS1073722370,https://extraetf.com/es/etf-profile/XS1073722370
SG ETC WTI OIL +3X DAILY LEV,OIL3L,LU - Luxembourg,BVME.ETF*,XS1957212548,https://www.justetf.com/es/etf-profile.html?isin=XS1957212548,https://extraetf.com/es/etf-profile/XS1957212548
ISHARES GLB AAA-AA GVT USD-A,OM3H,IE - Ireland,GETTEX*,IE00BZ171348,https://www.justetf.com/es/etf-profile.html?isin=IE00BZ171348,https://extraetf.com/es/etf-profile/IE00BZ171348
GRANITESHARES +3X L SCHNEIDE,3LSE,IE - Ireland,SBF*,XS2376976770,https://www.justetf.com/es/etf-profile.html?isin=XS2376976770,https://extraetf.com/es/etf-profile/XS2376976770
GRANITESHARES +3X SANOFI,3LSN,IE - Ireland,SBF*,XS2376975962,https://www.justetf.com/es/etf-profile.html?isin=XS2376975962,https://extraetf.com/es/etf-profile/XS2376975962
GRANITESHARES 3X LONG ISP,3LSP,IE - Ireland,BVME.ETF*,XS2435551598,https://www.justetf.com/es/etf-profile.html?isin=XS2435551598,https://extraetf.com/es/etf-profile/XS2435551598
GRANITESHARES 3X LONG SQ,3LSQ,IE - Ireland,BVME.ETF*,XS2596085972,https://www.justetf.com/es/etf-profile.html?isin=XS2596085972,https://extraetf.com/es/etf-profile/XS2596085972
